community_id,top_10_mesh_terms
n2-4023,"Liver / metabolism;Mice, Inbred C57BL;Chemical and Drug Induced Liver Injury / etiology;Acetophenones / administration & dosage;Male;Liver / pathology;Glutathione / metabolism;Malondialdehyde / metabolism;Mice;Superoxide Dismutase / metabolism"
n2-4024,"Magnetic Resonance Imaging*;Hyperthermia, Induced*;Ultrasonic Therapy*;Temperature;Neoplasm Transplantation;Animals;Cell Line, Tumor;Soy Foods;Water;Mammary Neoplasms, Experimental / therapy*"
n2-4025,"Saccharomyces cerevisiae / genetics*;Saccharomyces cerevisiae Proteins / metabolism;Saccharomyces cerevisiae / metabolism;DNA, Fungal / metabolism*;Acetyltransferases / genetics;Chromosomal Proteins, Non-Histone / genetics*;Chromosomes, Fungal*;Acetyltransferases / metabolism;Chromatids / metabolism;Saccharomyces cerevisiae Proteins / genetics*"
n2-4026,"Endocytosis;Receptors, Metabotropic Glutamate / metabolism*;Fragile X Mental Retardation Protein / metabolism;Extinction, Psychological / physiology*;Rats;Animals;Male;Mice;Receptors, AMPA / metabolism;Cues"
n2-4027,"Lymphocyte Count;Middle Aged;Male;Purpura, Thrombocytopenic, Idiopathic / drug therapy*;Humans;Cohort Studies;Case-Control Studies;T-Lymphocyte Subsets / immunology;Cytokines / blood;Chemokine CCL5 / blood"
n2-4028,"Orf virus / isolation & purification;Apoptosis;Sheep;Animals;Ecthyma, Contagious / virology*;Transcriptome*;Mouth Mucosa / virology*;Orf virus / genetics*"
n2-4029,Plant Leaves / physiology;Chlorophyll A;Plant Proteins / metabolism;Sorghum / physiology;Photosystem I Protein Complex / metabolism;Plastoquinone / metabolism;Photosystem II Protein Complex / metabolism;Plastoquinone / analogs & derivatives;Oxidation-Reduction;Kinetics
n2-4030,"Vascular Calcification / mortality*;Prognosis;Humans;Renal Dialysis*;Vascular Calcification / diagnostic imaging*;Aorta, Abdominal / diagnostic imaging*;Cardiovascular Diseases / diagnosis*;Cardiovascular Diseases / mortality*"
n2-4031,Humans;Female;Follicle Stimulating Hormone / blood*;Fertilization in Vitro;Live Birth;Chorionic Gonadotropin / blood*;Embryo Transfer;Retrospective Studies;Young Adult;Adult
n2-4032,"Plant Weeds / drug effects;Gene Expression Regulation, Plant / drug effects;Plant Proteins / metabolism;Polyethylene Glycols;Echinochloa / drug effects*;Droughts*;Herbicide Resistance*;Lyases / metabolism;Germination / drug effects*;Quinolines / pharmacology*"
n2-4033,"Middle Aged;Severity of Illness Index;Double-Blind Method;Osteoarthritis, Knee / complications*;Male;Humans;Pain / drug therapy*;Aged, 80 and over;Injections, Intra-Articular;Serum Albumin / administration & dosage*"
n2-4034,"Mite Infestations;Time Factors;Phaseolus / immunology*;Animals;Gene Expression Profiling;Genes, Plant;Transcriptome*;Phaseolus / parasitology;Host-Pathogen Interactions;Mites / pathogenicity*"
n2-4035,Psychometrics / methods*;Gastritis / psychology*;Quality of Life*;Middle Aged;Male;Humans;Chronic Disease / psychology;Female;Surveys and Questionnaires;Adult
n2-4036,"Prognosis;Middle Aged;MutS Homolog 2 Protein / metabolism;Male;Humans;Biomarkers, Tumor / metabolism;Stomach Neoplasms / metabolism*;Antigens, CD / metabolism;Cohort Studies;MutL Protein Homolog 1 / metabolism"
n2-4037,Animals;Oviposition;Temperature*;Oryza / parasitology*;Lepidoptera / physiology
n2-4038,"Osmolar Concentration;Cytoprotection* / drug effects;Humans;Glutathione / metabolism;Smoke / adverse effects*;Sulfhydryl Compounds / metabolism;Oxidative Stress / drug effects;Serum Albumin / metabolism*;Glutathione / analysis;Dose-Response Relationship, Drug"
n2-4039,"Air Pollution, Indoor / analysis*;Breath Tests;Male;Humans;Hypersensitivity, Immediate / chemically induced*;Endotoxins / analysis*;Seasons;Nitric Oxide / analysis*;Hydrogen-Ion Concentration;Adolescent"
n2-4040,"Stroke / therapy*;Time Factors;Nitric Oxide / metabolism*;Animals;Disease Models, Animal;Male;Stroke / mortality;Transplantation, Autologous;NG-Nitroarginine Methyl Ester / pharmacology;Nitric Oxide Synthase / antagonists & inhibitors"
n2-4041,Asian People*;Middle Aged;Diabetes Mellitus / diagnosis*;Male;Humans;Risk Factors;Reference Values;Odds Ratio;Adult;Blood Glucose
n2-4042,Methicillin-Resistant Staphylococcus aureus / drug effects*;Capsaicin / pharmacology*;Humans;Lung / pathology;Real-Time Polymerase Chain Reaction;Bacterial Toxins / metabolism*;Mice;Reverse Transcriptase Polymerase Chain Reaction;Community-Acquired Infections / pathology;Hemolysis
n2-4043,"Fibroblasts / metabolism*;Humans;Tumor Cells, Cultured;Models, Biological;Stomach Neoplasms / metabolism*;Neoplasm Invasiveness;rho-Associated Kinases / metabolism;Extracellular Matrix / metabolism*;Adenocarcinoma, Scirrhous / pathology*;Cell Line, Tumor"
n2-4044,Floods;Carbon Dioxide / metabolism*;Oryza / metabolism;Temperature;Humans;China;Seasons;Carbon Cycle*;Oryza / growth & development*;Methane / metabolism
n2-4045,"Sequence Analysis, DNA;Bone Morphogenetic Protein 2 / genetics*;Humans;Polymorphism, Single Nucleotide*;Ossification of Posterior Longitudinal Ligament / genetics;Transfection;Mice;Embryonic Stem Cells;Ossification, Heterotopic / genetics;Gene Expression"
n2-4046,"Humans;Epitopes, B-Lymphocyte* / chemistry;Rats;Mice;Peptide Library*;Receptor, ErbB-2* / immunology;Receptor, ErbB-2* / chemistry;Protein Structure, Tertiary;BALB 3T3 Cells;Animals"
n2-4047,"Salmonella enterica / physiology*;Biofilms / growth & development*;Fimbriae, Bacterial / drug effects;Aspergillus niger / metabolism*;Salmonella enterica / metabolism;Cellulose / metabolism*;Fimbriae, Bacterial / physiology;Acetylglucosamine / pharmacology;Chitin / metabolism*;Salmonella enterica / drug effects"
n2-4048,"Morphine / adverse effects*;Depression / physiopathology*;Mice, Inbred C57BL;Animals;Male;Hippocampus / drug effects;Mitogen-Activated Protein Kinases / metabolism*;Phosphorylation;Substance Withdrawal Syndrome / metabolism*;Mice"
n2-4049,"Mice, Transgenic;Dendritic Spines / ultrastructure;Prosencephalon / metabolism;Synapses / metabolism;Animals;Organ Specificity;Neuronal Plasticity / physiology;Profilins / deficiency*;Profilins / metabolism;Synapses / ultrastructure"
n2-4050,"Aldehyde Oxidase / metabolism;Amino Acid Substitution;Recombinant Proteins / chemistry;Rhodobacter capsulatus / genetics;Kinetics;Models, Chemical;Mice;Xanthine Dehydrogenase / metabolism;Rhodobacter capsulatus / enzymology;Substrate Specificity"
n2-4051,"3,4-Methylenedioxyamphetamine / toxicity;Signal Transduction / drug effects;Rats, Sprague-Dawley;3,4-Methylenedioxyamphetamine / analogs & derivatives*;Neurons / drug effects*;Cells, Cultured;Autophagy-Related Protein-1 Homolog;Animals;Adenine / pharmacology;Autophagy / drug effects*"
n2-4052,Microsatellite Repeats / genetics;Biomass;Alleles;Biofuels;Genetic Variation*;Saccharum / growth & development;Species Specificity;Breeding*;Saccharum / genetics*;Genotype
n2-4053,"Humans;Neural Networks, Computer;Deep Learning;Gallstones / diagnostic imaging*;Liver / diagnostic imaging;Tomography, X-Ray Computed*;Spleen / diagnostic imaging;Spleen / pathology;Gallbladder / diagnostic imaging*;Liver / pathology"
n2-4054,"Propranolol / chemistry;Male;Rats;Signal Transduction;Norepinephrine / blood;Visceral Pain / metabolism*;Receptors, Adrenergic, beta-2 / metabolism*;Irritable Bowel Syndrome / metabolism*;Colon / metabolism;Dose-Response Relationship, Drug"
n2-4055,"Gene Expression Regulation, Plant*;Conserved Sequence / genetics;Cucumis sativus / genetics*;MicroRNAs / genetics*;High-Throughput Nucleotide Sequencing*;RNA, Plant / genetics;Sequence Analysis, RNA / methods;Plants / genetics*;Nicotiana / genetics;Nicotiana / cytology"
n2-4056,Archaeology*;Diet*;Trace Elements*;Male;Bone and Bones / chemistry;Humans;Turkey;Feeding Behavior;Geography;Isotopes*
n2-4057,"Middle Aged;Dry Eye Syndromes / diagnosis*;Male;Humans;Personality*;Quantitative Trait, Heritable*;Dry Eye Syndromes / epidemiology;Japan / epidemiology;Phenotype*;Aged"
n2-4058,"Liver Neoplasms / pathology;Signal Transduction / drug effects;Middle Aged;Mice, Inbred BALB C;Caspase 3 / metabolism;Male;Carcinoma, Hepatocellular / metabolism*;Humans;Carcinoma, Hepatocellular / enzymology;Transfection"
n2-4059,"Adult;Diet*;Folic Acid / administration & dosage*;Humans;Pregnancy;China;Heart Defects, Congenital / prevention & control*;Heart Defects, Congenital / etiology*;Female;Cohort Studies"
n2-4060,Laparoscopy;Young Adult;Female;Endometriosis / surgery;Canada;Humans;Recurrence;White People;Prospective Studies;Adolescent
n2-4061,Middle Aged;Severity of Illness Index;Male;Humans;Snoring / epidemiology*;Cameroon / epidemiology;Risk Factors;Body Mass Index;Tertiary Care Centers / statistics & numerical data;Cross-Sectional Studies
n2-4062,"Hepatitis B virus / genetics*;Genome, Viral*;Hepatitis B / virology*;DNA, Viral*;Humans;Tibet"
n2-4063,Smoking / adverse effects;Infant;Posture;Male;Age Distribution;Humans;Mothers;Risk Factors;Habits;Sleep*
n2-4064,"Dietary Supplements;Ferritins / blood*;Infant Food;Developing Countries;Infant;Male;Humans;Meat;Anemia, Iron-Deficiency / prevention & control*;Inflammation / epidemiology*"
n2-4065,"Proteomics / methods*;Exosomes / metabolism*;Proteins / metabolism;Chromatography, Liquid;Exosomes / genetics*;Tandem Mass Spectrometry;Blotting, Western;Exosomes / ultrastructure;Oligonucleotide Array Sequence Analysis / methods;Humans"
n2-4066,"Adenosine Triphosphate / metabolism;Middle Aged;Tumor Stem Cell Assay;Cell Proliferation;Humans;Gene Expression Regulation, Neoplastic*;Stomach Neoplasms / metabolism*;Repressor Proteins / metabolism*;Case-Control Studies;Cyclin-Dependent Kinase Inhibitor p21 / genetics*"
n2-4067,"Tomography, X-Ray Computed*;Middle Aged;Male;Humans;Overweight / diagnostic imaging*;Signal-To-Noise Ratio*;Aged, 80 and over;Quality Control;Algorithms*;Image Processing, Computer-Assisted / methods*"
n2-4068,"Stress, Physiological*;Choline / pharmacology;Polymers / pharmacology;Solvents / pharmacology;Molecular Chaperones / chemistry;Trypsin / metabolism*;Xylitol / pharmacology;Protein Denaturation / drug effects;Animals;Protein Structure, Secondary"
n2-4069,Middle Aged;Colitis / chemically induced;Male;Humans;Dendritic Cells / immunology;Inflammatory Bowel Diseases / immunology;Galectin 3 / metabolism;Mice;Colitis / metabolism;Flagellin / adverse effects
n2-4070,"Treatment Failure;Middle Aged;Drug Therapy, Combination;Male;Anti-HIV Agents / administration & dosage*;Humans;Rilpivirine / administration & dosage;Linear Models;Dideoxynucleosides / administration & dosage;HIV Infections / drug therapy*"
n2-4071,"Animals;Mice, Knockout;Multiprotein Complexes* / metabolism;DNA-Binding Proteins / metabolism;Transcription Factors* / metabolism;Integrases* / metabolism;High Mobility Group Proteins / deficiency*;DNA-Binding Proteins / deficiency*;High Mobility Group Proteins / metabolism;Integrases* / genetics"
n2-4072,Nitrogen / chemistry*;Mongolia;Soil;Grassland*;Water*;Plant Leaves
n2-4073,"Population Control;Animals;Male;Models, Statistical;Oviposition;China;Climate;Pest Control;Breeding;Locusta migratoria / physiology*"
n2-4074,Male;Humans;Prostate / surgery*;Risk Factors;Adrenergic alpha-1 Receptor Antagonists / therapeutic use;Prostatic Hyperplasia / physiopathology;Postoperative Complications / epidemiology*;Follow-Up Studies;Prostatic Hyperplasia / complications*;Urinary Retention / complications*
n2-4075,"Antineoplastic Agents / pharmacology;Humans;Tumor Cells, Cultured;Phosphorylation / drug effects;Boronic Acids / pharmacology;Real-Time Polymerase Chain Reaction;Phosphatidylinositol 3-Kinases / metabolism;Lymphoma, Mantle-Cell / genetics;Phosphoinositide-3 Kinase Inhibitors;Oxidative Stress / drug effects"
n2-4076,"Plant Roots / metabolism;Transcription Factors / genetics;Salt Stress;Plants, Genetically Modified;Medicago sativa / genetics;Gene Expression Profiling;Gene Expression Regulation, Plant;Phylogeny;Plant Proteins / metabolism;Plant Proteins / physiology*"
n2-4077,"Obstetric Labor, Premature / pathology*;Decidua / pathology*;Decidua / metabolism;Adult;Cells, Cultured;Interleukin-8 / metabolism;Decidua / microbiology*;Humans;Pregnancy;Inflammation / pathology"
n2-4078,"Plasmids / genetics*;Genome, Bacterial / genetics*;Leptospira interrogans serovar canicola / genetics*;Serogroup;Molecular Sequence Data"
n2-4079,"Binding Sites;Eukaryotic Cells / metabolism*;Calcium / metabolism*;Kinetics;Sodium-Calcium Exchanger / metabolism*;Molecular Sequence Data;Sodium-Calcium Exchanger / chemistry*;Dogs;Protein Structure, Tertiary;Crystallography, X-Ray"
n2-4080,"Real-Time Polymerase Chain Reaction;Gene Expression Regulation, Plant*;Genes, Plant*;Gene Expression Profiling*;Arecaceae / genetics*;Stress, Physiological / genetics*;Plant Roots / physiology;Malondialdehyde / metabolism;Rhizophoraceae / physiology;Gene Expression Profiling"
n2-4081,"Adult;Male;Sperm Injections, Intracytoplasmic / methods*;Humans;Pregnancy;Pregnancy Outcome;Fertilization in Vitro / methods*;Spermatozoa / physiology*;Treatment Outcome;Retrospective Studies"
n2-4082,"Pseudomonas Infections / blood*;Adult;Cystic Fibrosis / blood*;Staphylococcal Infections / blood;Biomarkers / blood;Male;Antibodies, Bacterial / blood*;Humans;Immunoglobulin G / blood*;Cystic Fibrosis / microbiology"
n2-4083,"Geriatric Nursing;Heart Rate / physiology*;Female;Male;Humans;Cognitive Dysfunction / diagnosis*;Aged, 80 and over;Neuropsychological Tests;Electrocardiography;Aged"
n2-4084,Gene Expression / drug effects;Glycine / analogs & derivatives*;Embryonic Development / drug effects*;Animals;Proto-Oncogene Proteins / antagonists & inhibitors*;DNA Methylation;Glycine / pharmacology;Cattle;In Situ Nick-End Labeling;Female
n2-4085,"Gene Expression Regulation, Bacterial / genetics;Bacterial Proteins / genetics;Streptomyces / genetics*;Mutation*;Scandium;Drug Resistance, Bacterial / genetics;Bacterial Proteins / metabolism*;Culture Media;Toyocamycin / metabolism*;Streptomyces / metabolism*"
n2-4086,"Middle Aged;Adult;Language;Self-Control*;Italy;Male;Humans;Psychometrics / methods;Aged, 80 and over;Factor Analysis, Statistical"
n2-4087,"Middle Aged;Tumor Suppressor Proteins / metabolism;Neoplasm Transplantation;Male;Cell Proliferation;Humans;Lung Neoplasms / pathology;beta Catenin / genetics;Adenocarcinoma of Lung;Gene Expression Regulation, Neoplastic*"
n2-4088,"Sequence Analysis, DNA;Humans;RNA, Small Interfering / metabolism;Microscopy, Confocal / methods;Microscopy, Fluorescence / methods;Pyruvaldehyde / pharmacology;Flow Cytometry / methods;DNA / metabolism;Apoptosis*;Cells, Cultured / cytology"
n2-4089,"Plant Leaves / genetics;Plant Leaves / metabolism;Plant Proteins / metabolism;Nicotiana / genetics;Nicotiana / metabolism;Plant Leaves / anatomy & histology;Gene Expression Profiling;Litchi / anatomy & histology*;Plant Breeding;Plants, Genetically Modified"
n2-4090,"Neovascularization, Physiologic*;Amniotic Fluid / cytology*;Cell Proliferation;Humans;Fluorescent Antibody Technique;Mesenchymal Stem Cells / cytology*;Immunohistochemistry;Culture Media, Conditioned;Immunophenotyping"
n2-1,"Histocompatibility Testing* / methods;Sequence Analysis, DNA;Alleles;Humans;Workflow;Exons;HLA Antigens / genetics*;High-Throughput Nucleotide Sequencing* / methods;Tissue Donors;Gene Frequency"
n2-2,"Polymorphism, Single Nucleotide / genetics*;Proto-Oncogene Proteins c-ret / genetics*;Genetic Predisposition to Disease*;Humans;Transcription Factors / genetics*;Hirschsprung Disease / genetics*;Homeodomain Proteins / genetics*;Publication Bias;Sex Characteristics*;Male"
n2-3,"Pilot Projects;Diabetic Retinopathy / pathology;Middle Aged;Female;Magnetic Resonance Imaging;Male;Diabetes Mellitus, Type 2 / complications;Humans;Diabetic Retinopathy / etiology*;Prospective Studies"
n2-6,"Fetal Heart / diagnostic imaging*;Heart Atria / physiopathology;Heart Function Tests;Echocardiography;Heart Atria / diagnostic imaging*;Atrial Function, Left;Humans;Fetal Heart / pathology*;Heart Atria / pathology*"
n2-8,"Male;Animals;Mice, Inbred C57BL;Caspase 3 / metabolism;Epithelial Cells / metabolism;Hypoxia / metabolism;Hypoxia / complications;Bone Marrow Transplantation;8-Bromo Cyclic Adenosine Monophosphate / pharmacology;Human Umbilical Vein Endothelial Cells / drug effects"
n2-9,"Plant Growth Regulators / metabolism;Down-Regulation;Antioxidants / metabolism;Transcriptome*;Genes, Plant;Salicylic Acid / metabolism*;Signal Transduction;Salvia miltiorrhiza / metabolism*;Up-Regulation;Salvia miltiorrhiza / genetics"
n2-12,Computational Biology / methods*;Software;Pancreatic Neoplasms / genetics*;Gene Regulatory Networks*;Humans;Ovarian Neoplasms / genetics*;Stomach Neoplasms / genetics*;Cluster Analysis;Algorithms;Genetic Predisposition to Disease
n2-13,"Nasopharyngeal Neoplasms / pathology;Prognosis;Humans;Survival Analysis;Chemoradiotherapy* / methods;Carcinoma / therapy*;Nasopharyngeal Neoplasms / diagnosis;Radiotherapy, Intensity-Modulated* / standards;Radiotherapy, Intensity-Modulated* / statistics & numerical data;Disease-Free Survival"
n2-14,"Luminescence;Animals;Iodine Radioisotopes*;Thyroid Gland*;Tissue Distribution;Image Processing, Computer-Assisted / methods*;Tomography, Optical / methods*;Mice"
